   0.0000000000000000e+00   0.0000000000000000e+00
   3.1415926535897934e-02   3.1410759078128292e-02
   6.2831853071795868e-02   6.2790519529313374e-02
   9.4247779607693802e-02   9.4108313318514325e-02
   1.2566370614359174e-01   1.2533323356430426e-01
   1.5707963267948966e-01   1.5643446504023087e-01
   1.8849555921538760e-01   1.8738131458572463e-01
   2.1991148575128555e-01   2.1814324139654256e-01
   2.5132741228718347e-01   2.4868988716485479e-01
   2.8274333882308139e-01   2.7899110603922928e-01
   3.1415926535897931e-01   3.0901699437494740e-01
   3.4557519189487729e-01   3.3873792024529142e-01
   3.7699111843077521e-01   3.6812455268467797e-01
   4.0840704496667313e-01   3.9714789063478062e-01
   4.3982297150257110e-01   4.2577929156507272e-01
   4.7123889803846902e-01   4.5399049973954680e-01
   5.0265482457436694e-01   4.8175367410171532e-01
   5.3407075111026492e-01   5.0904141575037132e-01
   5.6548667764616278e-01   5.3582679497899666e-01
   5.9690260418206076e-01   5.6208337785213058e-01
   6.2831853071795862e-01   5.8778525229247314e-01
   6.5973445725385660e-01   6.1290705365297649e-01
   6.9115038378975457e-01   6.3742398974868975e-01
   7.2256631032565244e-01   6.6131186532365183e-01
   7.5398223686155041e-01   6.8454710592868873e-01
   7.8539816339744839e-01   7.0710678118654757e-01
   8.1681408993334625e-01   7.2896862742141155e-01
   8.4823001646924423e-01   7.5011106963045959e-01
   8.7964594300514221e-01   7.7051324277578925e-01
   9.1106186954104007e-01   7.9015501237569041e-01
   9.4247779607693805e-01   8.0901699437494745e-01
   9.7389372261283591e-01   8.2708057427456183e-01
   1.0053096491487339e+00   8.4432792550201508e-01
   1.0367255756846319e+00   8.6074202700394364e-01
   1.0681415022205298e+00   8.7630668004386369e-01
   1.0995574287564276e+00   8.9100652418836779e-01
   1.1309733552923256e+00   9.0482705246601958e-01
   1.1623892818282235e+00   9.1775462568398114e-01
   1.1938052083641215e+00   9.2977648588825146e-01
   1.2252211349000195e+00   9.4088076895422557e-01
   1.2566370614359172e+00   9.5105651629515353e-01
   1.2880529879718152e+00   9.6029368567694307e-01
   1.3194689145077132e+00   9.6858316112863108e-01
   1.3508848410436112e+00   9.7591676193874743e-01
   1.3823007675795091e+00   9.8228725072868872e-01
   1.4137166941154071e+00   9.8768834059513777e-01
   1.4451326206513049e+00   9.9211470131447788e-01
   1.4765485471872029e+00   9.9556196460308000e-01
   1.5079644737231008e+00   9.9802672842827156e-01
   1.5393804002589988e+00   9.9950656036573160e-01
   1.5707963267948968e+00   1.0000000000000000e+00
   1.6022122533307945e+00   9.9950656036573160e-01
   1.6336281798666925e+00   9.9802672842827156e-01
   1.6650441064025905e+00   9.9556196460308000e-01
   1.6964600329384885e+00   9.9211470131447776e-01
   1.7278759594743864e+00   9.8768834059513766e-01
   1.7592918860102844e+00   9.8228725072868861e-01
   1.7907078125461822e+00   9.7591676193874743e-01
   1.8221237390820801e+00   9.6858316112863108e-01
   1.8535396656179781e+00   9.6029368567694307e-01
   1.8849555921538761e+00   9.5105651629515353e-01
   1.9163715186897741e+00   9.4088076895422545e-01
   1.9477874452256718e+00   9.2977648588825146e-01
   1.9792033717615698e+00   9.1775462568398114e-01
   2.0106192982974678e+00   9.0482705246601947e-01
   2.0420352248333655e+00   8.9100652418836790e-01
   2.0734511513692637e+00   8.7630668004386347e-01
   2.1048670779051615e+00   8.6074202700394364e-01
   2.1362830044410597e+00   8.4432792550201496e-01
   2.1676989309769574e+00   8.2708057427456172e-01
   2.1991148575128552e+00   8.0901699437494745e-01
   2.2305307840487534e+00   7.9015501237569030e-01
   2.2619467105846511e+00   7.7051324277578925e-01
   2.2933626371205493e+00   7.5011106963045937e-01
   2.3247785636564471e+00   7.2896862742141144e-01
   2.3561944901923448e+00   7.0710678118654757e-01
   2.3876104167282430e+00   6.8454710592868850e-01
   2.4190263432641408e+00   6.6131186532365183e-01
   2.4504422698000390e+00   6.3742398974868952e-01
   2.4818581963359367e+00   6.1290705365297637e-01
   2.5132741228718345e+00   5.8778525229247325e-01
   2.5446900494077327e+00   5.6208337785213047e-01
   2.5761059759436304e+00   5.3582679497899666e-01
   2.6075219024795286e+00   5.0904141575037110e-01
   2.6389378290154264e+00   4.8175367410171521e-01
   2.6703537555513246e+00   4.5399049973954647e-01
   2.7017696820872223e+00   4.2577929156507249e-01
   2.7331856086231201e+00   3.9714789063478062e-01
   2.7646015351590183e+00   3.6812455268467775e-01
   2.7960174616949161e+00   3.3873792024529131e-01
   2.8274333882308142e+00   3.0901699437494712e-01
   2.8588493147667120e+00   2.7899110603922911e-01
   2.8902652413026098e+00   2.4868988716485482e-01
   2.9216811678385080e+00   2.1814324139654231e-01
   2.9530970943744057e+00   1.8738131458572457e-01
   2.9845130209103039e+00   1.5643446504023054e-01
   3.0159289474462017e+00   1.2533323356430409e-01
   3.0473448739820994e+00   9.4108313318514353e-02
   3.0787608005179976e+00   6.2790519529313138e-02
   3.1101767270538954e+00   3.1410759078128236e-02
   3.1415926535897931e+00   1.2246467991473532e-16
   3.1730085801256909e+00  -3.1410759078127994e-02
   3.2044245066615886e+00  -6.2790519529312902e-02
   3.2358404331974868e+00  -9.4108313318514103e-02
   3.2672563597333846e+00  -1.2533323356430384e-01
   3.2986722862692823e+00  -1.5643446504023031e-01
   3.3300882128051805e+00  -1.8738131458572432e-01
   3.3615041393410783e+00  -2.1814324139654206e-01
   3.3929200658769765e+00  -2.4868988716485457e-01
   3.4243359924128742e+00  -2.7899110603922889e-01
   3.4557519189487720e+00  -3.0901699437494690e-01
   3.4871678454846702e+00  -3.3873792024529109e-01
   3.5185837720205679e+00  -3.6812455268467748e-01
   3.5499996985564661e+00  -3.9714789063478040e-01
